식품명,대표식품명,식품중분류명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),나트륨(mg),비타민 A(μg RAE),비타민 D(μg),비타민 C(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
피자_고구마 피자 (L),피자,해당없음,252,,9.66,,,7.73,,,,413.0,,,,,2.9,
피자_고구마 피자 (L),피자,해당없음,252,,12.55,,,7.35,,,,343.0,,,,,3.92,
피자_고구마 피자 (L),피자,해당없음,225,,9.28,,,10.36,,,,370.0,,,,,3.09,
피자_고구마 피자 (L),피자,해당없음,229,,12.0,,,13.33,,,,608.0,,,,,2.67,
피자_고구마 피자 (L),피자,해당없음,252,,8.57,,,3.81,,,,324.0,,,,,3.43,
피자_고구마 피자 (L),피자,해당없음,292,,6.0,,,5.45,,,,340.0,,,,,1.4,
피자_고구마 피자 (L),피자,해당없음,307,,8.27,,,5.26,,,,198.0,,,,,5.26,
피자_고구마 피자 (L),피자,해당없음,271,,9.79,8.53,31.99,7.78,,,,385.0,,,,18.73,4.3,0.13
피자_고구마 피자 (M),피자,해당없음,229,,7.98,,,9.72,,,,340.0,,,,,3.0,
피자_고구마 피자 (R),피자,해당없음,253,,7.69,,,4.4,,,,330.0,,,,,3.41,
피자_고구마 피자 (XL),피자,해당없음,242,,16.64,,,5.17,,,,305.0,,,,,5.45,
피자_고구마 피자 고구마크러스트 (L),피자,해당없음,232,,10.07,,,5.04,,,,301.0,,,,,1.73,
피자_고구마 피자 고구마크러스트 (R),피자,해당없음,235,,9.26,,,5.56,,,,296.0,,,,,1.67,
피자_고구마 피자 골드스윗 (L),피자,해당없음,263,,12.21,,,3.82,,,,363.0,,,,,6.11,
피자_고구마 피자 골드스윗 (R),피자,해당없음,262,,12.0,,,4.0,,,,363.0,,,,,5.0,
피자_고구마 피자 라이스골드 (F),피자,해당없음,240,,13.76,,,4.34,,,,139.0,,,,,3.74,
피자_고구마 피자 라이스골드 (L),피자,해당없음,254,,13.62,,,3.54,,,,132.0,,,,,4.27,
피자_고구마 피자 라이스골드 (R),피자,해당없음,261,,14.25,,,3.38,,,,131.0,,,,,4.3,
피자_고구마 피자 라이스바이트 (F),피자,해당없음,248,,12.91,,,3.73,,,,182.0,,,,,3.49,
피자_고구마 피자 라이스바이트 (L),피자,해당없음,257,,13.41,,,4.05,,,,102.0,,,,,1.78,
피자_고구마 피자 리코타링 (L),피자,해당없음,263,,12.5,,,3.33,,,,397.0,,,,,5.83,
피자_고구마 피자 리코타링 (R),피자,해당없음,264,,12.43,,,3.78,,,,399.0,,,,,5.41,
피자_고구마 피자 밀스크린 (L),피자,해당없음,240,,10.66,,,4.1,,,,380.0,,,,,1.72,
피자_고구마 피자 밀스크린 (R),피자,해당없음,234,,10.11,,,4.49,,,,362.0,,,,,1.57,
피자_고구마 피자 밀스크린고구마크러스트 (L),피자,해당없음,236,,9.7,,,5.22,,,,355.0,,,,,1.64,
피자_고구마 피자 밀스크린고구마크러스트 (R),피자,해당없음,231,,9.18,,,5.1,,,,338.0,,,,,1.53,
피자_고구마 피자 밀스크린체다크림크러스트 (L),피자,해당없음,237,,10.37,,,5.93,,,,424.0,,,,,1.78,
피자_고구마 피자 밀스크린체다크림크러스트 (R),피자,해당없음,231,,9.09,,,6.06,,,,413.0,,,,,1.72,
피자_고구마 피자 밀스크린치즈크러스트 (L),피자,해당없음,233,,11.19,,,3.73,,,,392.0,,,,,1.79,
피자_고구마 피자 밀스크린치즈크러스트 (R),피자,해당없음,225,,10.0,,,4.0,,,,380.0,,,,,1.7,
피자_고구마 피자 백미 (L),피자,해당없음,177,,7.18,,,3.51,,,,130.0,,,,,2.3,
피자_고구마 피자 백미 (R),피자,해당없음,181,,6.38,,,2.96,,,,108.0,,,,,1.88,
피자_고구마 피자 백미스크린 (L),피자,해당없음,233,,10.08,,,6.72,,,,364.0,,,,,1.68,
피자_고구마 피자 백미스크린 (R),피자,해당없음,229,,9.3,,,6.98,,,,350.0,,,,,1.51,
피자_고구마 피자 백미스크린치즈크러스트 (L),피자,해당없음,227,,10.77,,,6.15,,,,380.0,,,,,1.77,
피자_고구마 피자 백미스크린치즈크러스트 (R),피자,해당없음,221,,10.31,,,7.22,,,,369.0,,,,,1.65,
피자_고구마 피자 석쇠 (F),피자,해당없음,240,,12.92,,,4.39,,,,139.0,,,,,2.4,
피자_고구마 피자 석쇠 (L),피자,해당없음,257,,12.15,,,2.8,,,,365.0,,,,,4.67,
피자_고구마 피자 석쇠 (L),피자,해당없음,242,,12.98,,,4.38,,,,141.0,,,,,2.39,
피자_고구마 피자 석쇠 (R),피자,해당없음,258,,12.12,,,3.03,,,,365.0,,,,,4.24,
피자_고구마 피자 석쇠 (R),피자,해당없음,244,,13.07,,,4.33,,,,141.0,,,,,2.36,
피자_고구마 피자 씬 (L),피자,해당없음,238,,10.64,,,4.26,,,,278.0,,,,,3.19,
피자_고구마 피자 씬도우 (L),피자,해당없음,278,,11.98,,,7.29,,,,384.0,,,,,5.73,
피자_고구마 피자 씬도우 (R),피자,해당없음,272,,11.03,,,7.35,,,,372.0,,,,,6.62,
피자_고구마 피자 체다크림크러스트 (L),피자,해당없음,233,,10.0,,,5.71,,,,368.0,,,,,1.93,
피자_고구마 피자 체다크림크러스트 (R),피자,해당없음,233,,9.17,,,5.5,,,,364.0,,,,,1.65,
피자_고구마 피자 치즈링 (L),피자,해당없음,255,,13.11,,,2.46,,,,425.0,,,,,4.92,
피자_고구마 피자 치즈링 (R),피자,해당없음,255,,13.16,,,2.63,,,,429.0,,,,,4.74,
피자_고구마 피자 치즈크러스트 (F),피자,해당없음,242,,13.62,,,4.01,,,,146.0,,,,,3.16,
피자_고구마 피자 치즈크러스트 (L),피자,해당없음,253,,14.15,,,3.91,,,,142.0,,,,,3.12,
피자_고구마 피자 치즈크러스트 (L),피자,해당없음,230,,10.87,,,3.62,,,,338.0,,,,,1.88,
피자_고구마 피자 치즈크러스트 (R),피자,해당없음,261,,14.75,,,3.68,,,,140.0,,,,,3.27,
피자_고구마 피자 치즈크러스트 (R),피자,해당없음,227,,10.91,,,3.64,,,,334.0,,,,,1.64,
피자_고구마 피자 팬 (F),피자,해당없음,248,,13.31,,,4.33,,,,133.0,,,,,2.29,
피자_고구마 피자 팬 (L),피자,해당없음,248,,13.25,,,4.33,,,,136.0,,,,,2.28,
피자_고구마 피자 팬 (L),피자,해당없음,235,,10.24,,,3.94,,,,320.0,,,,,1.81,
피자_고구마 피자 팬 (R),피자,해당없음,251,,13.37,,,4.29,,,,136.0,,,,,2.26,
피자_고구마 피자 팬 (R),피자,해당없음,238,,10.2,,,4.08,,,,316.0,,,,,1.63,
피자_고구마 피자 흑미스크린 (L),피자,해당없음,229,,10.08,,,5.04,,,,317.0,,,,,1.68,
피자_고구마 피자 흑미스크린 (R),피자,해당없음,224,,9.3,,,5.81,,,,307.0,,,,,1.63,
피자_고구마 피자 흑미스크린치즈크러스트 (L),피자,해당없음,221,,10.69,,,5.34,,,,334.0,,,,,1.76,
피자_고구마 피자 흑미스크린치즈크러스트 (R),피자,해당없음,216,,10.31,,,5.15,,,,331.0,,,,,1.65,
피자_고구마 피자,피자,해당없음,245,,9.3,,,3.98,,,,336.0,,,,,3.2,
피자_고구마 피자 씬 (R),피자,해당없음,239,,9.72,,,4.17,,,,268.0,,,,,3.06,
피자_고구마 피자,피자,해당없음,258,,11.73,5.61,45.41,7.65,,,,359.0,,,,2.45,3.57,0.0
피자_고기밭피자 (L),피자,해당없음,272,,15.16,,,1.11,,,,395.0,,,,,6.42,
피자_고르곤졸라 (L),피자,해당없음,364,,18.89,17.22,33.89,11.11,,,,418.0,,,,50.56,12.22,
피자_고르곤졸라 피자,피자,해당없음,384,,18.1,17.24,39.66,17.24,,,,414.0,,,,50.0,12.07,
피자_고르곤졸라 피자 (L),피자,해당없음,358,,20.35,,,8.89,,,,593.0,,,,,7.64,
피자_고르곤졸라 피자 (L),피자,해당없음,306,,25.0,,,2.78,,,,472.0,,,,,6.94,
피자_고르곤졸라 피자 (L),피자,해당없음,262,,16.76,,,2.79,,,,388.0,,,,,6.55,
피자_고르곤졸라 피자 (L),피자,해당없음,312,,14.24,,,3.85,,,,482.0,,,,,4.64,
피자_고르곤졸라 피자 (L),피자,해당없음,364,,19.61,,,4.98,,,,342.0,,,,,8.17,
피자_고르곤졸라 피자 (L),피자,해당없음,238,,21.43,,,2.38,,,,500.0,,,,,6.9,
피자_고르곤졸라 피자 (L),피자,해당없음,374,,7.5,,,3.33,,,,442.0,,,,,1.39,
피자_고르곤졸라 피자 (L),피자,해당없음,503,,27.7,,,2.59,,,,778.0,,,,,13.98,
피자_고르곤졸라 피자 (M),피자,해당없음,310,,14.05,,,3.98,,,,485.0,,,,,4.72,
피자_고르곤졸라 피자 (R),피자,해당없음,329,,23.68,,,2.37,,,,224.0,,,,,7.37,
피자_고르곤졸라 피자 (XL),피자,해당없음,276,,12.28,,,3.51,,,,281.0,,,,,7.02,
피자_고르곤졸라 피자 골드스윗 (G),피자,해당없음,303,,16.03,,,6.11,,,,448.0,,,,,7.63,
피자_고르곤졸라 피자 골드스윗 (L),피자,해당없음,309,,16.41,,,6.15,,,,462.0,,,,,7.69,
피자_고르곤졸라 피자 골드스윗 (R),피자,해당없음,306,,16.78,,,5.59,,,,454.0,,,,,6.99,
피자_고르곤졸라 피자 리코타링 (G),피자,해당없음,310,,16.52,,,5.22,,,,514.0,,,,,7.83,
피자_고르곤졸라 피자 리코타링 (L),피자,해당없음,314,,17.44,,,5.81,,,,523.0,,,,,7.56,
피자_고르곤졸라 피자 리코타링 (R),피자,해당없음,315,,18.25,,,5.56,,,,525.0,,,,,7.14,
피자_고르곤졸라 피자 석쇠 (G),피자,해당없음,308,,17.01,,,5.15,,,,482.0,,,,,6.19,
피자_고르곤졸라 피자 석쇠 (L),피자,해당없음,314,,18.37,,,5.44,,,,496.0,,,,,6.12,
피자_고르곤졸라 피자 석쇠 (R),피자,해당없음,315,,18.87,,,4.72,,,,495.0,,,,,5.66,
피자_고르곤졸라 피자 씬도우 (L),피자,해당없음,366,,20.51,,,1.71,,,,443.0,,,,,8.55,
피자_고르곤졸라 피자 씬도우 (R),피자,해당없음,373,,18.4,,,3.2,,,,462.0,,,,,10.4,
피자_고르곤졸라 피자 치즈링 (G),피자,해당없음,296,,18.49,,,4.2,,,,550.0,,,,,6.72,
피자_고르곤졸라 피자 치즈링 (L),피자,해당없음,301,,19.21,,,4.52,,,,555.0,,,,,6.78,
피자_고르곤졸라 피자 치즈링 (R),피자,해당없음,301,,19.08,,,3.82,,,,563.0,,,,,6.11,
피자_고르곤졸라 피자,피자,해당없음,276,,10.63,,,9.27,,,,412.0,,,,,5.2,
피자_고르곤졸라 피자,피자,해당없음,322,,16.38,13.79,32.76,8.62,,,,380.0,,,,0.0,5.17,0.17
피자_고르곤졸라 피자,피자,해당없음,280,,14.81,,,4.82,,,,379.0,,,,,3.35,
피자_고르곤졸라 피자,피자,해당없음,303,,16.67,10.0,36.11,2.5,,,,563.0,,,,30.56,6.67,0.06
피자_고르곤졸라 피자 씬 (L),피자,해당없음,293,,14.86,,,9.46,,,,416.0,,,,,6.89,
피자_고르곤졸라 피자 씬 (R),피자,해당없음,295,,15.25,,,8.47,,,,420.0,,,,,6.95,
피자_고소포테이토 피자 (L),피자,해당없음,187,,9.17,,,2.59,,,,237.0,,,,,2.25,
피자_고스트페퍼로니 피자 (L),피자,해당없음,269,,10.56,,,6.49,,,,363.0,,,,,2.44,
피자_골드고구마 피자 (L),피자,해당없음,283,,12.51,9.07,37.84,4.91,,,,278.0,,,,20.9,4.39,0.16
피자_골드고구마 피자 오리지널 (M),피자,해당없음,292,,17.2,15.34,25.34,5.38,,,,477.0,,,,13.72,5.38,0.13
피자_골드꿀고구마 피자 (L),피자,해당없음,239,,9.91,,,7.05,,,,367.0,,,,,4.3,
피자_골드바베큐치킨 피자 (L),피자,해당없음,252,,13.15,,,6.07,,,,477.0,,,,,5.04,
피자_골드바베큐필레 피자 (L),피자,해당없음,278,,11.54,9.99,35.47,6.05,,,,332.0,,,,25.04,3.68,0.13
피자_골드베스트 피자 (L),피자,해당없음,266,,10.34,10.51,32.46,5.06,,,,334.0,,,,28.7,3.28,0.11
피자_골드베이컨 피자 (L),피자,해당없음,378,,17.15,14.4,44.99,6.6,,,,423.0,,,,37.9,6.7,0.23
피자_골드불고기 피자 (L),피자,해당없음,253,,11.32,,,4.27,,,,627.0,,,,,4.87,
피자_골드스윗하새우 피자 (L),피자,해당없음,292,,13.03,,,5.58,,,,573.0,,,,,7.25,
피자_골드스테이크불갈비 피자 (L),피자,해당없음,263,,15.0,,,4.87,,,,584.0,,,,,6.5,
피자_골드스테이크 피자 (L),피자,해당없음,357,,21.22,14.44,35.5,6.6,,,,446.0,,,,39.63,5.2,0.19
피자_골드이탈리안치즈 피자 (L),피자,해당없음,280,,16.07,,,4.56,,,,576.0,,,,,6.36,
피자_골드체다소세지 피자 (L),피자,해당없음,255,,13.57,,,5.28,,,,541.0,,,,,5.79,
피자_골드콤비네이션 피자 (L),피자,해당없음,250,,13.28,,,4.33,,,,577.0,,,,,5.8,
피자_골드투움바파스타 피자 (L),피자,해당없음,242,,11.27,,,4.24,,,,441.0,,,,,5.87,
피자_골드트러플버섯 피자 (L),피자,해당없음,262,,11.61,,,4.98,,,,505.0,,,,,5.89,
피자_골드페파로니 피자 (L),피자,해당없음,286,,14.54,,,4.85,,,,618.0,,,,,6.43,
피자_골드포테이토 피자 (L),피자,해당없음,263,,12.8,,,3.8,,,,478.0,,,,,5.52,
피자_골드프리미엄 불고기 피자 (L),피자,해당없음,377,,17.73,15.0,42.67,6.37,,,,444.0,,,,40.54,6.79,0.28
피자_골드하와이언쉬림프 피자 (L),피자,해당없음,232,,12.49,,,6.53,,,,564.0,,,,,4.68,
피자_골드핫치킨 피자 (L),피자,해당없음,371,,20.84,13.88,40.61,7.18,,,,478.0,,,,38.96,5.88,0.21
피자_골든치즈볼 피자 (L),피자,해당없음,307,,13.33,,,4.0,,,,514.0,,,,,6.67,
피자_골든큐브스테이크 피자,피자,해당없음,215,,11.35,,,3.89,,,,361.0,,,,,3.31,
피자_과카몰리 비프 쉬림프 피자,피자,해당없음,249,,12.21,,,7.52,,,,498.0,,,,,9.53,
피자_관자네 온 새우 피자 (L),피자,해당없음,219,,13.35,,,3.71,,,,386.0,,,,,1.63,
피자_관자네 온 새우 피자 (M),피자,해당없음,229,,15.07,,,3.62,,,,392.0,,,,,1.93,
피자_궁중불고기 피자 (L),피자,해당없음,260,,12.36,,,2.91,,,,416.0,,,,,3.71,
피자_그릴드포크벨리 피자 (L),피자,해당없음,251,,11.04,,,4.55,,,,341.0,,,,,3.9,
피자_까르보나라 피자 (L),피자,해당없음,243,,14.08,,,3.06,,,,378.0,,,,,4.29,
피자_까르보네 피자,피자,해당없음,253,,13.59,8.4,30.98,3.8,,,,424.0,,,,9.78,4.89,0.0
피자_깐쇼불갈비 피자 골드스윗 (L),피자,해당없음,261,,12.6,,,6.3,,,,298.0,,,,,5.51,
피자_깐쇼불갈비 피자 골드스윗 (R),피자,해당없음,260,,12.71,,,6.08,,,,295.0,,,,,5.52,
피자_깐쇼불갈비 피자 리코타링 (L),피자,해당없음,260,,12.93,,,6.03,,,,326.0,,,,,5.17,
피자_깐쇼불갈비 피자 리코타링 (R),피자,해당없음,262,,13.41,,,6.1,,,,333.0,,,,,5.49,
피자_깐쇼불갈비 피자 석쇠 (L),피자,해당없음,254,,12.62,,,5.83,,,,284.0,,,,,3.88,
피자_깐쇼불갈비 피자 석쇠 (R),피자,해당없음,254,,13.19,,,5.56,,,,285.0,,,,,4.17,
피자_깐쇼불갈비 피자 씬도우 (L),피자,해당없음,288,,12.17,,,4.23,,,,447.0,,,,,5.82,
피자_깐쇼불갈비 피자 씬도우 (R),피자,해당없음,264,,11.11,,,2.47,,,,461.0,,,,,5.56,
피자_깐쇼불갈비 피자 치즈링 (L),피자,해당없음,253,,13.56,,,5.08,,,,356.0,,,,,4.24,
피자_깐쇼불갈비 피자 치즈링 (R),피자,해당없음,252,,14.2,,,4.73,,,,368.0,,,,,4.73,
피자_깐쇼새우 피자,피자,해당없음,305,,13.89,8.8,42.59,5.09,,,,528.0,,,,25.46,4.17,0.0
피자_꽃맛살쉬림프 피자 (XL),피자,해당없음,260,,18.87,,,3.4,,,,367.0,,,,,3.4,
피자_꿀고구마 피자 (L),피자,해당없음,231,,8.76,,,6.91,,,,311.0,,,,,2.4,
피자_꿀고구마 피자 바이트 (L),피자,해당없음,231,,9.06,,,7.46,,,,346.0,,,,,3.14,
피자_꿈을 피자 (L),피자,해당없음,233,,16.44,,,1.23,,,,370.0,,,,,4.25,
피자_꿈을 피자 (R),피자,해당없음,250,,16.28,,,1.16,,,,384.0,,,,,5.0,
피자_나폴리슈림프 피자,피자,해당없음,214,,10.78,,,5.42,,,,387.0,,,,,1.99,
피자_나폴리 피자,피자,해당없음,241,,12.35,8.24,29.7,4.12,,,,376.0,,,,8.24,5.29,0.0
피자_날개 피자 (L),피자,해당없음,268,,12.68,,,4.93,,,,380.0,,,,,4.93,
피자_날밤새우게 피자 (L),피자,해당없음,218,,13.67,,,3.31,,,,573.0,,,,,3.96,
피자_날밤새우게 피자 (R),피자,해당없음,218,,13.79,,,3.38,,,,574.0,,,,,3.93,
피자_넌필수있어 피자 (L),피자,해당없음,293,,10.79,,,3.92,,,,417.0,,,,,5.84,
피자_놀부단호박 피자 골드스윗 (L),피자,해당없음,257,,13.19,,,3.47,,,,432.0,,,,,5.56,
피자_놀부단호박 피자 골드스윗 (R),피자,해당없음,256,,12.38,,,3.81,,,,430.0,,,,,5.71,
피자_놀부단호박 피자 리코타링 (L),피자,해당없음,256,,13.53,,,3.01,,,,468.0,,,,,5.26,
피자_놀부단호박 피자 리코타링 (R),피자,해당없음,257,,13.4,,,3.61,,,,471.0,,,,,5.67,
피자_놀부단호박 피자 석쇠 (L),피자,해당없음,250,,13.33,,,2.5,,,,448.0,,,,,4.17,
피자_놀부단호박 피자 석쇠 (R),피자,해당없음,251,,13.22,,,2.87,,,,447.0,,,,,4.6,
피자_놀부단호박 피자 씬도우 (L),피자,해당없음,287,,13.26,,,5.52,,,,486.0,,,,,6.63,
피자_놀부단호박 피자 씬도우 (R),피자,해당없음,269,,12.16,,,4.73,,,,508.0,,,,,6.08,
피자_놀부단호박 피자 치즈링 (L),피자,해당없음,249,,14.07,,,2.22,,,,492.0,,,,,4.44,
피자_놀부단호박 피자 치즈링 (R),피자,해당없음,249,,14.07,,,2.51,,,,497.0,,,,,5.03,
피자_눈꽃열차 피자 (L),피자,해당없음,279,,15.94,,,3.74,,,,392.0,,,,,7.16,
피자_눈꽃열차 피자 (R),피자,해당없음,279,,15.93,,,3.78,,,,393.0,,,,,7.19,
피자_눈꽃치즈스테이크 피자 (L),피자,해당없음,237,,13.53,,,2.94,,,,291.0,,,,,4.12,
피자_뉴그릴드치킨 피자 고구마크러스트 (L),피자,해당없음,220,,12.5,,,4.69,,,,465.0,,,,,1.88,
피자_뉴그릴드치킨 피자 고구마크러스트 (R),피자,해당없음,220,,11.76,,,4.9,,,,465.0,,,,,1.86,
피자_뉴그릴드치킨 피자 밀스크린 (L),피자,해당없음,227,,13.51,,,3.6,,,,577.0,,,,,1.89,
피자_뉴그릴드치킨 피자 밀스크린 (R),피자,해당없음,221,,13.41,,,3.66,,,,580.0,,,,,1.95,
피자_뉴그릴드치킨 피자 밀스크린고구마크러스트 (L),피자,해당없음,224,,12.2,,,4.88,,,,531.0,,,,,1.79,
피자_뉴그릴드치킨 피자 밀스크린고구마크러스트 (R),피자,해당없음,216,,11.96,,,5.43,,,,528.0,,,,,1.85,
피자_뉴그릴드치킨 피자 밀스크린체다크림크러스트 (L),피자,해당없음,225,,12.9,,,5.65,,,,605.0,,,,,1.94,
피자_뉴그릴드치킨 피자 밀스크린체다크림크러스트 (R),피자,해당없음,220,,13.04,,,5.43,,,,612.0,,,,,2.07,
피자_뉴그릴드치킨 피자 밀스크린치즈크러스트 (L),피자,해당없음,220,,13.01,,,3.25,,,,570.0,,,,,1.87,
피자_뉴그릴드치킨 피자 밀스크린치즈크러스트 (R),피자,해당없음,213,,12.77,,,3.19,,,,568.0,,,,,2.02,
피자_뉴그릴드치킨 피자 백미스크린 (L),피자,해당없음,221,,13.08,,,6.54,,,,570.0,,,,,1.87,
피자_뉴그릴드치킨 피자 백미스크린 (R),피자,해당없음,213,,12.5,,,6.25,,,,570.0,,,,,1.88,
피자_뉴그릴드치킨 피자 백미스크린치즈크러스트 (L),피자,해당없음,213,,12.5,,,5.83,,,,558.0,,,,,1.83,
피자_뉴그릴드치킨 피자 백미스크린치즈크러스트 (R),피자,해당없음,207,,13.19,,,5.49,,,,564.0,,,,,1.87,
피자_뉴그릴드치킨 피자 씬 (L),피자,해당없음,238,,10.64,,,4.26,,,,278.0,,,,,3.19,
피자_뉴그릴드치킨 피자 씬 (R),피자,해당없음,239,,9.72,,,4.17,,,,268.0,,,,,3.06,
피자_뉴그릴드치킨 피자 체다크림크러스트 (L),피자,해당없음,223,,12.5,,,5.47,,,,541.0,,,,,2.03,
피자_뉴그릴드치킨 피자 체다크림크러스트 (R),피자,해당없음,223,,12.75,,,5.88,,,,541.0,,,,,1.96,
피자_뉴그릴드치킨 피자 치즈크러스트 (L),피자,해당없음,218,,13.39,,,3.15,,,,506.0,,,,,2.05,
피자_뉴그릴드치킨 피자 치즈크러스트 (R),피자,해당없음,217,,13.59,,,3.88,,,,507.0,,,,,1.94,
피자_뉴그릴드치킨 피자 팬 (L),피자,해당없음,222,,12.93,,,3.45,,,,503.0,,,,,1.98,
피자_뉴그릴드치킨 피자 팬 (R),피자,해당없음,224,,13.04,,,3.26,,,,505.0,,,,,1.96,
피자_뉴그릴드치킨 피자 흑미스크린 (L),피자,해당없음,214,,13.89,,,5.56,,,,514.0,,,,,1.85,
피자_뉴그릴드치킨 피자 흑미스크린 (R),피자,해당없음,208,,12.5,,,5.0,,,,524.0,,,,,2.0,
피자_뉴그릴드치킨 피자 흑미스크린치즈크러스트 (L),피자,해당없음,208,,13.33,,,5.0,,,,513.0,,,,,1.83,
피자_뉴그릴드치킨 피자 흑미스크린치즈크러스트 (R),피자,해당없음,202,,13.19,,,4.4,,,,523.0,,,,,1.98,
피자_뉴욕소세지 피자 오리지널 (M),피자,해당없음,287,,13.4,14.14,28.4,5.15,,,,465.0,,,,19.59,4.12,0.06
피자_뉴욕스테이크 피자 (L),피자,해당없음,164,,9.96,,,2.3,,,,272.0,,,,,1.74,
피자_뉴욕 오리진 피자 오리지널 (L),피자,해당없음,251,,12.73,13.33,20.04,3.08,,,,507.0,,,,24.38,6.18,0.29
피자_뉴욕 오리진 피자 트리플치즈버스트 엣지 (L),피자,해당없음,242,,12.79,,,4.07,,,,491.0,,,,,5.81,
피자_뉴욕핫독 피자 (L),피자,해당없음,249,,13.29,,,0.28,,,,430.0,,,,,5.17,
피자_뉴욕핫독 피자 (R),피자,해당없음,250,,13.04,,,0.07,,,,433.0,,,,,5.22,
피자_뉴클리어 피자 (L),피자,해당없음,245,,11.09,,,5.81,,,,359.0,,,,,4.99,
피자_다넣었어 피자 (L),피자,해당없음,93,,3.76,,,1.92,,,,135.0,,,,,2.08,
피자_다이나믹고구마무스 피자 (L),피자,해당없음,291,,13.0,,,7.0,,,,331.0,,,,,3.0,
피자_단호박 피자 (L),피자,해당없음,209,,7.91,,,8.37,,,,362.0,,,,,1.86,
피자_단호박 피자 (L),피자,해당없음,223,,7.9,,,9.68,,,,416.0,,,,,2.61,
피자_단호박 피자 (L),피자,해당없음,243,,8.41,,,0.93,,,,280.0,,,,,3.64,
피자_단호박 피자 (L),피자,해당없음,288,,5.78,,,6.64,,,,383.0,,,,,1.03,
피자_단호박 피자 (M),피자,해당없음,212,,9.24,,,10.08,,,,422.0,,,,,2.36,
피자_단호박 피자 (R),피자,해당없음,242,,8.79,,,0.99,,,,275.0,,,,,3.74,
피자_단호박 피자 라이스골드 (F),피자,해당없음,254,,14.2,,,4.64,,,,156.0,,,,,3.92,
피자_단호박 피자 라이스골드 (L),피자,해당없음,267,,13.95,,,3.79,,,,119.0,,,,,4.44,
피자_단호박 피자 라이스골드 (R),피자,해당없음,273,,14.56,,,3.6,,,,120.0,,,,,4.45,
피자_단호박 피자 라이스바이트 (F),피자,해당없음,262,,13.29,,,3.98,,,,200.0,,,,,3.64,
피자_단호박 피자 라이스바이트 (L),피자,해당없음,269,,13.72,,,4.31,,,,89.0,,,,,1.86,
피자_단호박 피자 백미 (L),피자,해당없음,192,,7.33,,,3.9,,,,111.0,,,,,2.43,
피자_단호박 피자 백미 (R),피자,해당없음,194,,6.46,,,3.25,,,,92.0,,,,,1.98,
피자_단호박 피자 석쇠 (F),피자,해당없음,257,,13.35,,,4.74,,,,160.0,,,,,2.53,
피자_단호박 피자 석쇠 (L),피자,해당없음,259,,13.4,,,4.78,,,,125.0,,,,,2.52,
피자_단호박 피자 석쇠 (R),피자,해당없음,261,,13.48,,,4.72,,,,125.0,,,,,2.49,
피자_단호박 피자 치즈크러스트 (F),피자,해당없음,258,,14.05,,,4.31,,,,165.0,,,,,3.31,
피자_단호박 피자 치즈크러스트 (L),피자,해당없음,267,,14.55,,,4.21,,,,129.0,,,,,3.26,
피자_단호박 피자 치즈크러스트 (R),피자,해당없음,274,,15.12,,,3.94,,,,128.0,,,,,3.41,
피자_단호박 피자 팬 (F),피자,해당없음,264,,13.73,,,4.66,,,,153.0,,,,,2.4,
피자_단호박 피자 팬 (L),피자,해당없음,266,,13.76,,,4.73,,,,121.0,,,,,2.43,
피자_단호박 피자 팬 (R),피자,해당없음,267,,13.78,,,4.65,,,,121.0,,,,,2.38,
피자_달짝핫도그 피자 밀도우 (L),피자,해당없음,125,,7.64,,,3.39,,,,241.0,,,,,3.18,
피자_달짝핫도그 피자 밀도우 (R),피자,해당없음,92,,5.6,,,2.49,,,,177.0,,,,,2.31,
피자_달짝핫도그 피자 씬도우 (L),피자,해당없음,129,,7.86,,,3.5,,,,248.0,,,,,3.27,
피자_달짝핫도그 피자 씬도우 (R),피자,해당없음,86,,5.24,,,2.32,,,,165.0,,,,,2.15,
피자_달콤고구마 피자 (L),피자,해당없음,165,,7.32,,,3.27,,,,222.0,,,,,2.06,
피자_달콤고구마 피자,피자,해당없음,236,,7.72,,,8.58,,,,235.0,,,,,1.91,
피자_달콤구마 피자,피자,해당없음,273,,13.1,10.12,29.76,0.6,,,,189.0,,,,0.0,4.17,0.12
피자_달콤딥고구마 피자 밀도우 (L),피자,해당없음,119,,4.03,,,4.86,,,,205.0,,,,,1.86,
피자_달콤딥고구마 피자 밀도우 (R),피자,해당없음,79,,2.68,,,3.24,,,,136.0,,,,,1.24,
피자_달콤딥고구마 피자 씬도우 (L),피자,해당없음,119,,4.04,,,4.85,,,,205.0,,,,,1.84,
피자_달콤딥고구마 피자 씬도우 (R),피자,해당없음,79,,2.69,,,3.23,,,,136.0,,,,,1.23,
피자_달콤한나의고구마피자(L),피자,해당없음,240,,8.97,,,10.0,,,,306.0,,,,,5.0,
피자_달 피자 (L),피자,해당없음,333,,12.61,,,4.2,,,,72.0,,,,,7.56,
피자_닭발 피자 (L),피자,해당없음,253,,13.64,,,6.58,,,,398.0,,,,,3.61,
피자_닭발 피자 (XL),피자,해당없음,295,,15.89,,,7.6,,,,463.0,,,,,4.2,
피자_닭안심살 피자,피자,해당없음,234,,12.73,7.73,29.09,3.64,,,,405.0,,,,5.91,4.09,0.0
피자_대만감자 피자 (L),피자,해당없음,235,,9.68,,,3.23,,,,334.0,,,,,3.87,
