식품명,대표식품명,식품중분류명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),나트륨(mg),비타민 A(μg RAE),비타민 D(μg),비타민 C(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
알밥,알밥,해당없음,86,34.1,2.4,1.08,16.25,0.74,0.9,12.0,0.47,169.0,18.0,0.46,1.38,20.71,0.23,
영양돌솥밥,영양돌솥밥,해당없음,131,11.5,2.9,0.53,27.9,1.42,1.8,12.0,0.35,25.0,1.0,0.0,2.07,0.0,0.12,
오곡밥,오곡밥,해당없음,166,5.9,4.4,0.69,34.21,0.22,2.5,8.0,0.72,230.0,0.0,0.0,0.29,0.0,0.15,
오므라이스,오므라이스,해당없음,107,20.0,2.9,1.88,18.69,1.24,0.9,10.0,0.31,142.0,30.0,0.09,0.86,26.64,0.43,
율무밥,율무밥,해당없음,118,4.1,2.2,0.17,25.56,0.01,0.3,2.0,0.48,2.0,0.0,0.0,0.0,0.0,0.05,
잡곡밥,잡곡밥,해당없음,109,3.9,2.2,0.4,23.37,0.16,0.9,3.0,0.18,1.0,0.0,0.0,0.0,0.0,0.1,
잡곡밥_보리,잡곡밥,보리,137,4.9,3.1,0.65,28.75,0.28,1.5,6.0,0.29,1.0,0.0,0.0,0.09,0.0,0.15,
잡곡밥_보리_흑미,잡곡밥,보리,135,4.8,3.0,0.62,28.32,0.27,1.3,6.0,0.25,1.0,0.0,0.0,0.08,0.0,0.14,
잡곡밥_서리태,잡곡밥,서리태,134,4.7,3.4,0.81,27.35,0.35,1.5,8.0,0.33,1.0,0.0,0.0,0.17,0.0,0.17,
잡곡밥_현미,잡곡밥,현미,133,4.7,3.0,0.65,27.88,0.29,1.4,6.0,0.29,2.0,0.0,0.0,0.08,0.0,0.15,
잡채밥,잡채밥,해당없음,107,17.1,2.8,1.3,20.43,1.4,0.7,9.0,0.34,69.0,26.0,0.01,1.86,2.76,0.27,
주먹밥,주먹밥,해당없음,135,4.1,2.3,2.09,25.52,0.88,0.7,10.0,0.15,105.0,0.0,0.0,0.0,0.0,0.36,
짜장밥,짜장밥,해당없음,139,31.9,3.74,1.81,26.19,1.73,1.3,12.0,0.55,263.0,13.0,0.02,3.46,3.66,0.4,
짬뽕밥,짬뽕밥,해당없음,110,25.4,4.5,1.84,18.13,0.47,0.6,11.0,0.54,25.0,14.0,0.27,0.83,34.55,0.39,
차조밥,차조밥,해당없음,119,4.4,2.19,0.22,25.73,0.03,0.5,3.0,0.49,2.0,0.0,0.0,0.0,0.0,0.06,
카레라이스_돼지고기,카레라이스,돼지고기,100,19.8,2.64,1.59,18.4,0.94,0.7,8.0,0.49,97.0,14.0,0.02,1.89,2.45,0.48,
카레라이스_돼지고기_모듬채소,카레라이스,돼지고기,99,19.8,2.7,1.52,18.44,1.11,0.7,7.0,0.55,25.0,14.0,0.02,1.89,2.41,0.37,
콩나물 국밥,콩나물 국밥,해당없음,60,78.1,2.6,0.73,10.69,0.42,0.8,22.0,0.43,58.0,10.0,0.11,0.33,19.54,0.2,
콩나물밥_소고기,콩나물밥,소고기,131,23.7,3.9,1.14,25.47,0.34,1.0,13.0,0.35,112.0,7.0,0.0,0.36,1.99,0.29,
콩나물밥_양념장,콩나물밥,양념장,110,25.2,3.17,0.92,21.8,0.31,0.8,13.0,0.58,115.0,8.0,0.0,0.56,1.04,0.2,
하이라이스,하이라이스,해당없음,111,24.8,2.7,1.29,21.33,0.87,0.8,7.0,0.47,63.0,21.0,0.0,1.79,2.25,0.25,
현미밥,현미밥,해당없음,121,4.3,2.3,0.38,25.91,0.18,0.7,2.0,0.11,1.0,0.0,0.0,0.0,0.0,0.1,
현미밥_쌀,현미밥,쌀,120,4.4,2.15,0.2,26.15,0.02,0.5,2.0,0.44,3.0,0.0,0.0,0.0,0.0,0.06,
회덮밥_참치,회덮밥,참치,79,25.0,3.8,0.58,14.17,1.54,0.6,10.0,0.53,66.0,17.0,0.5,1.88,4.03,0.11,
흑미밥,흑미밥,해당없음,118,4.4,2.12,0.18,25.85,0.03,0.5,3.0,0.41,3.0,0.0,0.0,0.0,0.0,0.05,
감자밥,감자밥,해당없음,130,15.1,2.4,0.14,28.45,0.01,0.7,3.0,0.56,2.0,0.0,0.0,1.4,0.0,0.05,
강낭콩밥,강낭콩밥,해당없음,112,5.9,2.3,0.34,23.99,0.14,1.1,4.0,0.19,1.0,0.0,0.0,0.08,0.0,0.1,
검정콩밥,검정콩밥,해당없음,121,4.2,3.2,0.8,24.31,0.35,1.2,8.0,0.28,1.0,0.0,0.0,0.19,0.0,0.16,
고구마밥,고구마밥,해당없음,139,13.0,2.3,0.35,30.47,1.6,1.0,4.0,0.14,2.0,0.0,0.0,1.04,0.0,0.1,
낙지 덮밥,낙지 덮밥,해당없음,92,53.9,3.8,1.23,16.1,2.35,1.2,12.0,0.4,146.0,20.0,0.0,1.57,15.99,0.22,
낙지 비빔밥,낙지 비빔밥,해당없음,88,48.8,4.3,1.31,14.72,1.25,1.0,14.0,0.45,176.0,23.0,0.03,1.42,9.72,0.24,
닭고기 덮밥,닭고기 덮밥,해당없음,97,22.4,5.3,0.7,16.4,0.92,0.5,6.0,0.3,120.0,11.0,0.03,0.29,18.8,0.18,
돼지머리국밥,돼지머리국밥,해당없음,68,11.4,2.2,1.48,11.03,0.22,0.4,6.0,0.13,100.0,1.0,0.02,0.74,9.17,0.58,
모듬 초밥,모듬 초밥,해당없음,188,37.6,9.8,2.93,28.9,2.3,0.4,36.0,1.46,345.0,103.0,2.53,0.68,59.52,0.85,
소고기 국밥_내장,소고기 국밥,내장,62,12.1,2.2,0.75,11.02,0.22,0.4,5.0,0.23,85.0,1.0,0.0,0.75,7.36,0.24,
소고기 덮밥,소고기 덮밥,해당없음,109,21.9,5.7,2.78,14.39,1.05,0.4,4.0,0.61,134.0,2.0,0.0,0.32,13.27,1.13,
열무 비빔밥,열무 비빔밥,해당없음,89,19.6,2.3,1.14,16.86,0.61,0.9,20.0,0.24,112.0,16.0,0.0,0.57,2.63,0.43,
오징어 덮밥,오징어 덮밥,해당없음,65,20.8,3.3,0.25,11.88,0.95,0.4,5.0,0.23,51.0,13.0,0.72,1.57,27.47,0.07,
오징어 덮밥_채소,오징어 덮밥,채소,91,54.6,5.1,1.33,14.49,1.76,1.1,10.0,0.18,137.0,20.0,1.16,1.67,44.43,0.25,
옥수수밥,옥수수밥,해당없음,170,5.6,3.5,0.76,36.22,0.87,1.7,3.0,0.23,1.0,1.0,0.0,0.31,0.0,0.18,
완두콩밥,완두콩밥,해당없음,157,9.0,3.2,0.45,33.51,0.2,1.2,5.0,0.21,1.0,2.0,0.0,0.6,0.0,0.13,
유부 초밥,유부 초밥,해당없음,199,10.8,5.8,6.72,27.48,2.26,0.9,86.0,0.77,134.0,0.0,0.0,0.02,0.0,1.07,
채소밥,채소밥,해당없음,115,19.0,2.6,0.92,23.27,0.36,0.9,7.0,0.22,135.0,15.0,0.0,0.87,0.0,0.18,
팥밥,팥밥,해당없음,119,4.3,2.6,0.34,25.37,0.16,1.0,4.0,0.19,4.0,0.0,0.0,0.1,0.0,0.1,
혼합잡곡밥,혼합잡곡밥,해당없음,118,4.4,2.3,0.22,25.63,0.07,0.7,3.0,0.53,2.0,0.0,0.0,0.12,0.0,0.06,
계란빵,계란빵,해당없음,158,19.1,5.9,1.81,27.72,1.37,0.9,65.0,0.68,191.0,27.0,0.36,0.06,65.77,0.6,
피자,피자,해당없음,128,30.1,6.3,4.11,15.57,1.33,1.2,59.0,0.41,126.0,31.0,0.04,2.51,13.72,2.23,
햄버거,햄버거,해당없음,229,41.2,8.0,12.79,19.35,2.85,1.6,18.0,0.96,410.0,14.0,0.02,1.71,30.38,4.57,
햄버거_돼지고기,햄버거,돼지고기,204,43.5,9.1,9.69,19.35,2.85,1.6,17.0,0.7,408.0,10.0,0.06,1.7,26.87,3.26,
햄버거_치킨,햄버거,치킨,123,22.3,7.5,4.06,13.92,2.37,3.6,12.0,0.56,265.0,14.0,0.0,0.41,14.32,1.63,
호떡,호떡,해당없음,147,2.3,2.7,5.91,20.14,4.76,0.9,5.0,0.28,2.0,0.0,0.01,0.04,0.0,0.86,
감자샐러드 샌드위치,감자샐러드 샌드위치,해당없음,108,34.4,3.1,4.73,13.39,2.27,1.3,12.0,0.38,217.0,20.0,0.08,1.87,24.2,1.2,
소고기 샌드위치,소고기 샌드위치,해당없음,195,38.1,7.1,9.6,20.03,3.01,1.2,23.0,0.74,348.0,24.0,0.08,2.7,31.09,4.34,
햄샌드위치,햄샌드위치,해당없음,192,32.5,5.4,10.38,19.19,2.16,1.6,17.0,0.34,289.0,18.0,0.0,6.56,13.1,3.75,
국수,국수,해당없음,54,7.9,2.2,0.75,8.94,0.33,0.3,17.0,0.26,232.0,7.0,0.04,0.2,13.38,0.18,
국수_열무김치,국수,열무김치,69,11.5,2.2,1.22,11.72,0.72,0.6,15.0,0.28,237.0,14.0,0.04,0.32,10.87,0.25,
떡국_굴,떡국,굴,90,82.3,4.0,1.33,16.69,0.23,1.6,80.0,2.79,297.0,10.0,0.07,0.18,20.12,0.32,
떡국_달걀,떡국,달걀,43,52.9,1.19,0.4,8.78,0.13,0.2,6.0,0.12,168.0,8.0,0.06,0.32,11.06,0.13,
떡국_소고기,떡국,소고기,108,26.4,2.9,1.24,21.14,0.08,0.4,7.0,0.24,336.0,5.0,0.02,0.23,10.34,0.41,
떡국_소고기_달걀,떡국,소고기,87,120.3,3.3,1.16,15.87,0.18,0.4,10.0,0.53,217.0,10.0,0.05,0.25,17.47,0.39,
떡만두국,떡만두국,해당없음,49,13.4,1.9,1.14,7.71,0.06,0.5,7.0,0.33,159.0,5.0,0.03,0.1,9.63,0.38,
떡만두국_고기만두,떡만두국,고기만두,69,54.5,2.46,1.34,11.89,0.18,1.0,14.0,0.56,194.0,8.0,0.03,0.42,7.67,0.45,
떡만두국_김치만두,떡만두국,김치만두,86,70.8,3.1,1.72,14.7,0.34,1.4,20.0,0.62,254.0,13.0,0.07,0.36,13.61,0.55,
라면,라면,해당없음,79,1.3,1.5,2.52,12.19,0.01,0.7,40.0,0.08,58.0,0.0,0.0,0.13,0.0,1.18,
라면_달걀,라면,달걀,95,8.7,2.6,3.32,13.16,0.08,0.8,46.0,0.24,72.0,11.0,0.08,0.2,23.0,1.45,
라면_어묵,라면,어묵,63,5.1,1.5,2.09,9.18,0.13,0.5,31.0,0.12,50.0,6.0,0.03,0.18,8.27,0.94,
만두국_고기만두,만두국,고기만두,44,42.9,2.24,1.48,5.44,0.25,1.1,15.0,0.66,180.0,11.0,0.06,0.36,12.96,0.53,
만두국_김치만두,만두국,김치만두,66,54.9,3.7,2.34,7.63,0.48,1.9,27.0,1.08,201.0,15.0,0.08,0.54,15.62,0.82,
수제비_김치,수제비,김치,67,13.1,2.6,0.29,12.81,0.35,0.9,34.0,0.33,178.0,3.0,0.01,0.5,7.99,0.07,
스파게티,스파게티,해당없음,100,25.8,3.2,1.52,18.69,2.21,1.4,13.0,0.45,36.0,31.0,0.0,2.2,3.51,0.74,
스파게티_미트소스,스파게티,미트소스,108,30.8,4.34,1.84,18.58,2.84,1.4,13.0,0.52,137.0,21.0,0.02,2.02,5.01,0.46,
스파게티_토마토소스,스파게티,토마토소스,116,32.6,3.56,1.38,22.5,3.83,1.6,18.0,0.54,207.0,20.0,0.0,3.02,0.98,0.29,
쌀국수,쌀국수,해당없음,66,12.7,2.3,0.86,12.32,0.38,0.6,20.0,0.33,485.0,14.0,0.03,0.43,11.7,0.2,
우동,우동,해당없음,61,29.8,1.86,0.72,11.22,0.16,0.6,11.0,0.16,246.0,4.0,0.0,0.14,0.73,0.16,
자장면,자장면,해당없음,126,32.4,4.0,2.05,22.05,1.91,1.5,15.0,0.32,377.0,7.0,0.01,2.93,1.52,0.41,
잔치국수,잔치국수,해당없음,63,35.7,1.99,0.55,12.03,0.63,0.6,9.0,0.22,309.0,12.0,0.02,1.4,3.8,0.12,
짬뽕,짬뽕,해당없음,61,34.4,2.8,1.08,9.65,0.47,0.9,9.0,0.24,125.0,6.0,0.37,0.94,17.55,0.19,
쫄면,쫄면,해당없음,121,25.6,3.44,0.8,24.73,4.58,1.3,17.0,0.37,601.0,26.0,0.03,2.03,4.41,0.19,
칼국수,칼국수,해당없음,97,23.2,2.7,0.29,20.03,0.22,0.9,17.0,0.26,184.0,2.0,0.01,1.15,3.24,0.09,
칼국수_닭고기,칼국수,닭고기,53,29.0,4.1,0.48,7.69,0.17,0.6,5.0,0.22,71.0,9.0,0.0,0.4,8.71,0.11,
칼국수_바지락,칼국수,바지락,47,29.9,2.1,0.53,8.27,0.32,0.8,12.0,0.28,74.0,5.0,0.13,1.06,12.57,0.15,
칼국수_소고기,칼국수,소고기,59,27.0,2.0,1.93,8.09,0.37,0.7,6.0,0.22,105.0,4.0,0.0,1.16,3.25,0.47,
칼국수_해물,칼국수,해물,78,65.5,3.1,0.39,14.74,0.22,0.5,26.0,0.63,267.0,3.0,0.04,0.52,4.56,0.1,
콩국수,콩국수,해당없음,113,15.2,5.3,1.94,17.94,0.87,2.2,27.0,0.57,335.0,0.0,0.0,0.65,0.0,0.31,
고기만두,고기만두,해당없음,114,38.1,5.9,2.16,16.96,0.16,1.3,22.0,0.84,173.0,1.0,0.03,1.01,5.7,0.45,
군만두,군만두,해당없음,219,49.7,8.5,9.25,25.22,0.44,5.3,59.0,2.81,237.0,9.0,0.0,0.0,6.66,2.67,
김치 고기만두,김치 고기만두,해당없음,294,82.5,16.2,5.23,42.4,1.44,3.4,36.0,0.9,552.0,16.0,0.11,2.37,23.01,1.26,
김치만두,김치만두,해당없음,28,13.0,1.8,0.72,3.4,0.11,0.4,6.0,0.16,177.0,2.0,0.02,0.36,4.3,0.16,
나폴리탄 스파게티,나폴리탄 스파게티,해당없음,116,32.6,3.6,1.38,22.5,3.81,1.6,17.0,0.53,206.0,20.0,0.0,3.02,0.98,0.29,
막국수,막국수,해당없음,83,20.6,3.4,0.71,15.71,1.74,1.4,12.0,0.65,363.0,15.0,0.05,1.47,13.19,0.2,
만두탕수,만두탕수,해당없음,85,24.8,2.9,3.28,11.04,1.65,1.9,21.0,0.93,96.0,12.0,0.0,0.7,2.17,0.91,
모밀국수,모밀국수,해당없음,154,17.8,6.0,0.51,31.06,2.35,2.2,16.0,1.22,483.0,8.0,0.0,2.18,0.0,0.15,
물냉면,물냉면,해당없음,78,18.6,4.0,0.85,13.24,0.78,1.0,10.0,0.67,361.0,5.0,0.04,1.11,15.16,0.26,
물냉면_열무,물냉면,열무,95,18.3,4.7,0.95,16.41,0.69,1.4,20.0,0.83,426.0,11.0,0.04,0.78,15.76,0.29,
물만두,물만두,해당없음,97,39.7,6.7,2.34,13.08,0.06,1.3,22.0,0.57,93.0,0.0,0.0,0.89,4.2,0.43,
미트 스파게티,미트 스파게티,해당없음,109,30.7,4.3,1.97,18.59,2.82,1.4,14.0,0.52,136.0,21.0,0.03,2.1,4.96,0.51,
바지락 수제비_감자,바지락 수제비,감자,43,12.7,1.7,0.49,7.52,0.16,0.4,6.0,0.22,145.0,3.0,0.02,0.73,7.38,0.12,
볶음 우동,볶음 우동,해당없음,57,16.9,2.1,2.65,5.99,0.12,0.4,23.0,0.24,305.0,6.0,0.04,0.16,15.12,0.47,
비빔냉면,비빔냉면,해당없음,96,18.6,4.2,1.22,16.81,1.54,1.4,13.0,0.77,208.0,15.0,0.08,1.2,16.92,0.32,
어묵 우동,어묵 우동,해당없음,61,29.8,1.9,0.72,11.22,0.15,0.6,11.0,0.16,246.0,4.0,0.0,0.14,0.73,0.16,
장국국수,장국국수,해당없음,71,7.4,3.1,1.45,10.64,0.33,0.4,22.0,0.39,271.0,5.0,0.06,0.28,12.22,0.38,
짜장면,짜장면,해당없음,117,32.4,4.0,2.06,22.06,1.9,2.4,15.0,0.32,371.0,7.0,0.01,2.94,1.49,0.41,
해물 스파게티,해물 스파게티,해당없음,82,62.1,4.8,1.13,12.76,1.91,1.0,19.0,1.15,105.0,18.0,0.24,3.8,20.06,0.24,
닭죽,닭죽,해당없음,111,37.8,7.7,0.55,18.13,0.98,0.9,8.0,0.49,144.0,30.0,0.0,1.83,15.91,0.11,
닭죽_채소,닭죽,채소,111,24.5,5.56,2.05,16.57,0.76,0.6,6.0,0.57,153.0,23.0,0.0,0.87,15.65,0.55,
전복죽,전복죽,해당없음,139,12.6,3.6,3.63,21.66,0.13,0.6,15.0,0.39,248.0,0.0,0.0,0.23,15.75,0.58,
참치죽,참치죽,해당없음,59,56.2,2.7,1.39,8.67,0.4,0.5,6.0,0.65,155.0,16.0,0.4,0.79,2.85,0.2,
채소죽,채소죽,해당없음,74,36.0,1.8,0.24,15.77,1.36,1.4,8.0,0.29,135.0,46.0,0.0,5.0,0.0,0.06,
채소죽_달걀,채소죽,달걀,61,47.9,1.4,1.69,9.88,0.36,0.5,7.0,0.18,83.0,15.0,0.03,0.76,8.27,0.33,
팥죽,팥죽,해당없음,83,4.4,3.0,0.18,17.12,2.99,2.1,9.0,0.63,112.0,0.0,0.0,0.99,0.0,0.05,
호박죽,호박죽,해당없음,43,25.4,0.8,0.17,9.7,2.1,1.1,6.0,0.13,184.0,58.0,0.0,2.22,0.0,0.04,
감자스프,감자스프,해당없음,100,71.1,2.7,4.33,12.06,3.25,1.0,60.0,0.2,20.0,90.0,0.05,2.54,12.1,2.61,
대합죽,대합죽,해당없음,136,12.9,3.2,3.49,21.76,0.1,0.3,28.0,1.83,199.0,0.0,0.0,0.35,5.13,0.53,
들깨죽,들깨죽,해당없음,152,3.5,3.7,5.83,21.16,0.25,2.5,40.0,0.82,630.0,0.0,0.0,0.0,0.0,0.62,
땅콩죽,땅콩죽,해당없음,146,4.1,3.9,3.31,24.78,0.37,1.0,7.0,0.52,189.0,0.0,0.0,0.0,0.0,0.63,
잡곡죽,잡곡죽,해당없음,81,2.8,3.5,1.17,14.21,0.48,2.4,13.0,0.67,118.0,0.0,0.0,0.28,0.0,0.21,
홍합 소고기죽,홍합 소고기죽,해당없음,130,32.3,6.2,3.33,17.83,0.7,0.8,17.0,1.27,127.0,35.0,0.0,0.73,15.54,0.95,
흰죽,흰죽,해당없음,64,2.2,1.2,0.28,13.49,0.09,0.3,1.0,0.04,130.0,0.0,0.0,0.0,0.0,0.07,
갈비탕,갈비탕,해당없음,75,28.9,4.4,5.02,2.32,0.17,0.2,7.0,0.89,179.0,4.0,0.01,0.63,18.15,1.77,
감자국,감자국,해당없음,21,90.2,0.85,0.1,4.59,0.28,0.9,7.0,0.25,213.0,3.0,0.01,3.25,1.91,0.03,
감자국_소고기,감자국,소고기,39,26.7,2.1,1.58,4.02,0.05,0.7,3.0,0.32,135.0,1.0,0.0,2.78,5.51,0.49,
곰탕,곰탕,해당없음,140,37.7,7.5,5.94,12.67,0.64,0.6,10.0,0.8,558.0,4.0,0.0,1.82,20.12,1.83,
굴국_두부,굴국,두부,18,17.2,2.0,0.65,0.98,0.14,0.3,54.0,1.13,233.0,0.0,0.0,0.04,1.41,0.11,
김치국,김치국,해당없음,14,111.9,0.9,0.41,1.73,0.7,1.0,17.0,0.28,277.0,8.0,0.0,0.83,0.01,0.07,
김치국_김치,김치국,김치,12,93.9,0.67,0.15,2.15,0.91,1.3,19.0,0.28,323.0,10.0,0.0,1.72,0.01,0.03,
김치국_김치_두부,김치국,김치,18,101.3,1.52,0.59,1.86,0.59,1.1,20.0,0.38,213.0,7.0,0.0,1.14,0.01,0.09,
김치국_콩나물,김치국,콩나물,8,15.4,0.6,0.18,1.08,0.34,0.6,8.0,0.11,113.0,4.0,0.0,0.54,0.0,0.03,
달걀국,달걀국,해당없음,19,71.1,1.67,0.9,0.87,0.19,0.2,9.0,0.3,205.0,20.0,0.22,0.19,39.49,0.31,
닭고기육개장,닭고기육개장,해당없음,28,27.1,2.64,1.32,1.52,0.4,0.7,13.0,0.23,141.0,17.0,0.01,1.94,10.02,0.33,
닭곰탕,닭곰탕,해당없음,48,27.1,4.3,1.83,3.32,0.32,0.2,7.0,0.27,238.0,9.0,0.01,1.02,14.99,0.5,
닭백숙,닭백숙,해당없음,102,33.0,10.1,0.69,12.78,0.35,0.3,9.0,0.65,519.0,17.0,0.0,0.35,24.02,0.12,
된장국_근대,된장국,근대,12,70.1,0.93,0.29,1.65,0.31,0.9,14.0,0.22,236.0,41.0,0.0,0.78,0.0,0.05,
된장국_두부,된장국,두부,26,92.5,2.29,0.99,2.14,0.44,1.1,17.0,0.43,244.0,2.0,0.0,0.9,0.0,0.15,
된장국_배추,된장국,배추,17,87.5,1.33,0.47,2.22,0.85,1.1,17.0,0.36,251.0,4.0,0.0,2.92,0.0,0.08,
된장국_시금치,된장국,시금치,14,81.2,1.18,0.33,2.11,0.62,1.0,14.0,0.38,256.0,74.0,0.0,7.89,0.01,0.06,
된장국_시래기,된장국,시래기,13,68.0,0.92,0.3,1.89,0.33,1.2,22.0,0.37,242.0,24.0,0.0,0.31,0.01,0.05,
된장국_아욱,된장국,아욱,19,90.9,1.51,0.4,2.9,0.4,1.5,56.0,0.31,291.0,69.0,0.0,7.89,0.0,0.07,
된장국_얼갈이배추,된장국,얼갈이배추,11,83.4,0.87,0.29,1.57,0.39,0.9,34.0,0.21,218.0,21.0,0.0,3.36,0.0,0.05,
된장국_유부,된장국,유부,25,74.7,1.76,1.33,1.53,0.34,0.7,25.0,0.34,209.0,1.0,0.0,0.63,0.0,0.21,
들깨국,들깨국,해당없음,15,82.9,0.63,0.76,1.66,0.45,0.6,13.0,0.22,170.0,0.0,0.0,1.93,0.0,0.07,
무국,무국,해당없음,7,55.8,0.26,0.17,1.28,0.39,0.4,8.0,0.09,177.0,0.0,0.0,1.7,0.0,0.03,
무국_들깨,무국,들깨,15,83.0,0.6,0.76,1.63,0.44,0.6,13.0,0.22,170.0,0.0,0.0,1.92,0.01,0.07,
무국_소고기,무국,소고기,39,32.0,2.6,2.19,1.95,0.51,0.4,8.0,0.35,256.0,2.0,0.0,2.2,7.44,0.66,
무국_소고기_콩나물,무국,소고기,36,36.6,2.9,1.83,2.16,0.72,0.8,11.0,0.43,164.0,8.0,0.0,2.04,6.46,0.55,
무국_어묵,무국,어묵,22,29.7,1.9,0.4,2.62,0.84,0.4,42.0,0.29,235.0,2.0,0.02,2.16,11.66,0.09,
미소된장국,미소된장국,해당없음,21,143.3,1.58,0.83,2.04,0.36,1.1,17.0,0.27,302.0,1.0,0.0,0.29,0.0,0.13,
미역국,미역국,해당없음,10,1.4,0.8,0.58,0.88,0.0,0.7,30.0,0.26,381.0,6.0,0.01,0.4,3.34,0.1,
미역국_북어,미역국,북어,11,9.0,1.8,0.26,0.77,0.02,0.6,22.0,0.24,279.0,5.0,0.04,0.31,3.32,0.04,
미역국_소고기,미역국,소고기,17,4.8,1.45,1.05,0.7,0.02,0.4,11.0,0.25,215.0,4.0,0.0,0.31,3.58,0.29,
미역국_홍합,미역국,홍합,9,14.8,1.11,0.25,0.85,0.02,0.4,13.0,0.47,213.0,5.0,0.0,0.47,2.8,0.05,
미역냉국,미역냉국,해당없음,26,21.9,0.9,1.65,2.58,0.89,1.2,21.0,0.28,643.0,11.0,0.0,2.29,0.03,0.26,
미역냉국_오이,미역냉국,오이,11,13.7,0.5,0.11,2.7,1.85,0.6,19.0,0.18,290.0,9.0,0.0,1.66,0.0,0.02,
미역냉국_오이_고추,미역냉국,오이,14,17.4,0.6,0.19,3.11,1.99,0.8,19.0,0.2,258.0,10.0,0.0,3.62,0.0,0.04,
배추국,배추국,해당없음,9,19.5,1.3,0.1,0.89,0.37,0.3,43.0,0.27,111.0,2.0,0.02,2.92,10.45,0.03,
북어국_무,북어국,무,30,47.3,4.5,0.82,0.97,0.33,0.3,21.0,0.41,148.0,7.0,0.16,1.1,25.51,0.21,
북어국_무_두부,북어국,무,25,55.2,3.4,0.74,1.01,0.23,0.4,17.0,0.36,268.0,5.0,0.1,1.03,17.6,0.17,
북어국_콩나물,북어국,콩나물,15,44.8,1.85,0.47,0.99,0.21,0.3,12.0,0.18,130.0,2.0,0.06,1.0,7.95,0.09,
북어국_달걀,북어국,달걀,32,37.7,4.9,0.91,0.89,0.3,0.3,22.0,0.44,150.0,9.0,0.17,0.98,29.02,0.24,
사골국,사골국,해당없음,35,14.5,1.8,1.67,2.94,0.18,0.2,5.0,0.34,6.0,2.0,0.0,0.79,5.82,0.52,
삼계탕,삼계탕,해당없음,46,19.2,5.2,0.34,5.17,0.67,0.3,5.0,0.34,188.0,9.0,0.0,0.63,12.48,0.06,
새우탕,새우탕,해당없음,40,42.9,6.2,0.56,2.51,0.89,0.8,29.0,0.89,217.0,14.0,0.0,1.77,44.71,0.09,
설렁탕,설렁탕,해당없음,37,10.3,2.1,1.24,4.08,0.12,0.1,2.0,0.26,133.0,1.0,0.0,0.14,4.93,0.39,
소고기육개장,소고기육개장,해당없음,25,26.3,1.91,1.41,1.49,0.37,0.7,13.0,0.29,125.0,13.0,0.02,2.02,7.33,0.41,
순대국,순대국,해당없음,55,31.0,2.9,1.82,6.98,0.5,1.0,22.0,1.92,182.0,18.0,0.0,1.01,14.01,0.49,
어묵국(어묵탕)_고춧가루 제외,어묵국(어묵탕),고춧가루 제외,21,57.2,1.4,0.48,2.92,0.6,0.2,9.0,0.12,220.0,4.0,0.0,1.0,2.05,0.09,
오이냉국,오이냉국,해당없음,17,51.2,0.57,0.21,3.59,2.67,0.4,10.0,0.13,226.0,7.0,0.0,5.03,0.0,0.04,
오징어국,오징어국,해당없음,25,79.9,3.71,0.39,1.6,0.49,0.5,8.0,0.17,229.0,7.0,1.05,1.06,39.94,0.09,
육개장_닭고기,육개장,닭고기,28,27.2,2.7,1.33,1.46,0.39,0.7,13.0,0.23,143.0,17.0,0.01,1.94,9.84,0.33,
육개장_소고기,육개장,소고기,26,26.4,1.9,1.42,1.41,0.37,0.7,13.0,0.3,130.0,13.0,0.01,2.0,7.08,0.41,
육개장_돼지고기,육개장,돼지고기,46,42.7,5.8,1.23,3.47,1.1,1.0,13.0,0.36,186.0,16.0,0.05,0.93,10.2,0.39,
재첩국,재첩국,해당없음,19,16.9,2.3,0.62,1.06,0.13,0.3,27.0,2.51,223.0,0.0,0.02,0.23,2.03,0.11,
콩나물국_고춧가루,콩나물국,고춧가루,7,45.4,0.8,0.22,0.93,0.14,0.4,8.0,0.14,133.0,2.0,0.0,0.34,0.01,0.04,
콩나물국_콩나물만,콩나물국,콩나물만,7,45.4,0.79,0.22,0.95,0.14,0.4,8.0,0.14,134.0,2.0,0.0,0.35,0.01,0.04,
콩나물국_고추,콩나물국,고추,9,87.3,1.1,0.3,1.12,0.13,0.4,13.0,0.22,255.0,1.0,0.0,0.64,0.0,0.06,
콩나물국_청양고추,콩나물국,청양고추,8,24.3,0.9,0.25,0.97,0.16,0.4,9.0,0.14,179.0,2.0,0.0,0.76,0.01,0.05,
토란국,토란국,해당없음,34,28.0,1.9,1.45,3.56,0.26,0.9,11.0,0.32,182.0,2.0,0.0,1.29,4.92,0.45,
가지냉국,가지냉국,해당없음,19,52.5,1.1,0.39,3.42,1.4,1.9,16.0,0.27,654.0,9.0,0.0,0.24,0.0,0.08,
감자 된장국,감자 된장국,해당없음,22,17.1,1.4,0.32,3.31,0.3,0.9,24.0,0.31,216.0,1.0,0.01,1.9,5.57,0.06,
감자 호박된장국,감자 호박된장국,해당없음,25,21.5,2.1,0.43,3.51,0.55,1.4,48.0,0.48,377.0,6.0,0.02,1.79,9.39,0.09,
건새우 미역국,건새우 미역국,해당없음,27,2.0,3.8,1.04,0.92,0.0,0.6,270.0,1.13,364.0,4.0,0.02,0.31,22.55,0.17,
