식품명,대표식품명,식품중분류명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),나트륨(mg),비타민 A(μg RAE),비타민 D(μg),비타민 C(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
꽃게장_간장,꽃게장,간장,62,82.8,7.02,1.1,6.04,4.21,1.1,65.0,0.95,1089.0,8.0,0.0,17.11,48.91,0.16,0.0
꽃게장_양념,꽃게장,양념,97,73.1,10.23,0.61,12.61,8.77,4.7,265.0,1.29,804.0,52.0,0.0,22.05,46.16,0.24,0.01
단무지,단무지,해당없음,13,95.6,0.33,0.2,2.4,0.47,1.3,11.0,0.1,552.0,0.0,0.0,3.13,0.0,0.03,0.0
더덕장아찌,더덕장아찌,해당없음,141,62.0,4.47,0.89,28.9,15.38,5.7,38.0,1.1,1167.0,50.0,0.0,2.12,0.0,0.23,0.0
매실장아찌_우메보시(일본),매실장아찌,우메보시(일본),65,75.7,1.27,1.77,11.03,7.87,3.4,26.0,1.07,3728.0,0.0,0.0,0.0,0.0,0.03,0.0
무짠지,무짠지,해당없음,11,91.0,0.54,0.12,1.98,1.58,2.6,19.0,0.24,2382.0,0.0,0.0,0.0,0.0,0.02,0.0
무초절임(치킨무),무초절임(치킨무),해당없음,17,95.4,0.52,0.3,3.05,1.75,1.5,17.0,0.14,189.0,0.0,0.0,0.0,0.0,0.02,0.0
오이장아찌,오이장아찌,해당없음,14,94.8,0.36,0.28,2.54,1.04,2.3,21.0,0.38,740.0,0.0,0.0,0.26,0.0,0.04,0.0
오이지,오이지,해당없음,21,90.1,0.74,0.72,2.84,0.0,2.5,22.0,0.3,2050.0,8.0,0.0,0.18,0.0,0.04,0.0
미숫가루,미숫가루,해당없음,70,84.8,2.08,2.27,10.42,0.0,2.2,27.0,0.73,24.0,0.0,0.0,0.25,0.0,0.36,0.0
육회,육회,해당없음,130,73.9,9.93,6.43,8.12,5.29,6.6,12.0,1.37,418.0,1.0,0.0,3.17,28.09,2.11,0.08
리소토/리조또_스파이시 씨푸드 리조또,리소토/리조또,해당없음,148,,5.81,,,2.49,,,,276.0,,,,,2.53,
리소토/리조또_치킨 크림 리조또,리소토/리조또,해당없음,185,,6.22,,,1.66,,,,217.0,,,,,4.94,
볶음밥_갈비천왕 치즈 치밥,볶음밥,해당없음,208,,10.97,,22.04,2.57,,,,497.0,,,,0.21,3.76,
볶음밥_달걀듬뿍 볶음밥,볶음밥,해당없음,170,,5.38,,,0.75,,,,445.0,,,,,0.73,
볶음밥_닭갈비 볶음밥,볶음밥,해당없음,180,,5.0,,,4.0,,,,428.0,,,,,1.0,
볶음밥_볼케이노 치즈 치밥,볶음밥,해당없음,198,,12.81,,20.66,2.83,,,,461.0,,,,0.17,3.12,
볶음밥_의성마늘 볶음밥,볶음밥,해당없음,199,,3.41,,,0.31,,,,390.0,,,,,0.96,
오므라이스_수플레 오믈렛 라이스,오므라이스,해당없음,167,,4.94,,,2.47,,,,490.0,,,,,2.63,
주먹밥_까르보나라 구운주먹밥,주먹밥,해당없음,211,,6.0,,,2.0,,,,342.0,,,,,3.1,
주먹밥_매콤 로제 구운주먹밥,주먹밥,해당없음,209,,5.0,,,3.0,,,,518.0,,,,,2.2,
감자빵_강원도알감자빵 (5개입),감자빵,해당없음,244,,3.13,,,5.0,,,,400.0,,,,,3.75,
감자빵_강원도알감자빵,감자빵,해당없음,250,,3.13,,,6.25,,,,406.0,,,,,3.44,
감자빵_감자쫀득볼,감자빵,해당없음,313,,3.95,,,15.18,,,,280.0,,,,,5.45,
감자빵_못난이 감자크럼볼,감자빵,해당없음,211,,1.33,,45.33,9.33,,,,307.0,,,,6.67,2.53,
감자빵_포슬쫀득 감자빵,감자빵,해당없음,284,,3.64,,,4.55,,,,519.0,,,,,4.55,
건포도빵_건포도빵 (대),건포도빵,해당없음,311,,7.53,,,9.25,,,,355.0,,,,,0.97,
건포도빵_건포도빵 (소),건포도빵,해당없음,310,,7.76,,,9.48,,,,353.0,,,,,0.95,
건포도빵_우리쌀건포도브레드,건포도빵,해당없음,265,,6.0,,,9.33,,,,333.0,,,,,1.4,
계란빵_쌀계란빵,계란빵,해당없음,313,,2.0,,,18.0,,,,361.0,,,,,6.0,
계란빵_트윈에그 브레드,계란빵,해당없음,248,,11.21,,,5.61,,,,383.0,,,,,4.3,
기타빵_밤이랑고구마랑,기타빵,해당없음,315,,7.0,,,7.0,,,,292.0,,,,,5.0,
기타빵_별님고구마,기타빵,해당없음,258,,6.0,,,6.0,,,,235.0,,,,,3.6,
기타빵_춘천 감자빵,기타빵,해당없음,245,,5.0,,,2.5,,,,195.0,,,,,5.0,
기타빵_까눌레,기타빵,해당없음,339,,6.0,,,22.5,,,,39.0,,,,,1.13,
기타빵_달콤촉촉 고구마빵,기타빵,해당없음,273,,1.82,,,18.18,,,,163.0,,,,,2.73,
기타빵_롤링넛츠,기타빵,해당없음,329,,6.0,15.9,40.4,9.1,,,,225.0,,,,,11.0,
기타빵_씨앗가득고소함이찰떡,기타빵,해당없음,358,,8.0,,,14.8,,,,252.0,,,,,7.2,
기타빵_얼그레이 까눌레,기타빵,해당없음,222,,4.44,,,24.44,,,,44.0,,,,,4.67,
기타빵_오리지널 까눌레,기타빵,해당없음,222,,4.44,,,24.44,,,,33.0,,,,,4.22,
기타빵_우리쌀 막걸리로 만든 초당옥수수빵,기타빵,해당없음,206,,4.85,0.79,44.85,13.33,,,,333.0,,,,0.0,0.0,0.0
기타빵_카라멜아몬드,기타빵,해당없음,450,,10.7,24.9,45.8,12.1,,,,256.0,,,,,6.3,
기타빵_톡톡쫄깃 옥수수빵,기타빵,해당없음,299,,5.0,,,15.0,,,,363.0,,,,,4.0,
깨찰빵_깨찰빵,깨찰빵,해당없음,302,,4.0,,,4.0,,,,560.0,,,,,4.4,
깨찰빵_깨찰빵,깨찰빵,해당없음,375,,4.17,,,4.17,,,,438.0,,,,,6.46,
깨찰빵_씨앗찰빵,깨찰빵,해당없음,366,,6.0,,,16.0,,,,68.0,,,,,6.0,
깨찰빵_쫀득쫀득한찰깨빵 (2개입),깨찰빵,해당없음,373,,3.64,12.73,63.64,7.27,,,,664.0,,,,77.27,4.55,0.0
깨찰빵_쫀득쫀득한찰깨빵,깨찰빵,해당없음,373,,3.64,12.73,63.64,7.27,,,,655.0,,,,72.73,4.91,0.0
깨찰빵_쫀득한모카찰깨빵,깨찰빵,해당없음,357,,4.29,,,11.43,,,,557.0,,,,,4.43,
도넛_고구마품은 꽈배기,도넛,해당없음,339,,5.71,,,11.43,,,,314.0,,,,,6.43,
도넛_골드초코 허니비 도넛,도넛,해당없음,479,,6.41,,,23.08,,,,147.0,,,,,12.82,
도넛_글레이즈드 사워크림 도넛,도넛,해당없음,420,,2.5,,,35.0,,,,288.0,,,,,6.25,
도넛_글레이즈드 초콜릿 케익 도넛,도넛,해당없음,410,,3.75,,,33.75,,,,238.0,,,,,6.25,
도넛_글레이즈츄잉스타,도넛,해당없음,404,,1.92,,,11.54,,,,269.0,,,,,5.19,
도넛_기라델리민트초코링 도넛,도넛,해당없음,388,,5.56,,,23.61,,,,417.0,,,,,12.5,
도넛_깨찰 도넛,도넛,해당없음,384,,3.57,,,3.57,,,,357.0,,,,,6.79,
도넛_깨찰 도넛,도넛,해당없음,444,,4.44,,,6.67,,,,260.0,,,,,6.67,
도넛_뉴욕 치즈케익 도넛,도넛,해당없음,369,,5.56,,,20.0,,,,167.0,,,,,6.67,
도넛_뉴패스트리 도넛,도넛,해당없음,408,,6.12,,,14.29,,,,347.0,,,,,9.8,
도넛_다크초코링도넛,도넛,해당없음,469,,6.15,24.62,46.15,15.38,,,,400.0,,,,0.0,7.23,0.0
도넛_다크초코츄잉스타,도넛,해당없음,444,,3.7,27.78,38.89,9.26,,,,213.0,,,,18.52,12.96,0.0
도넛_단팥도너츠,도넛,해당없음,304,,8.75,,,16.25,,,,325.0,,,,,3.88,
도넛_단팥품은 꽈배기,도넛,해당없음,330,,6.09,,,20.0,,,,313.0,,,,,2.78,
도넛_달콤한 꿀도넛,도넛,해당없음,343,,5.71,10.29,60.0,8.57,,,,371.0,,,,0.0,2.29,0.0
도넛_달콤한꿀도넛 (3개입),도넛,해당없음,348,,4.76,10.48,59.05,8.57,,,,371.0,,,,0.0,2.38,0.0
도넛_달콤한꿀도넛 (4개입),도넛,해당없음,350,,5.0,10.0,59.29,8.57,,,,371.0,,,,0.0,2.36,0.0
도넛_달콤한꿀도넛 (5개입),도넛,해당없음,349,,5.14,10.29,59.43,8.57,,,,371.0,,,,0.0,2.34,0.0
도넛_달콤한 왕꽈배기,도넛,해당없음,377,,5.45,,,12.73,,,,382.0,,,,,3.09,
도넛_던킨카페모카롤,도넛,해당없음,433,,5.26,22.37,52.63,21.05,,,,539.0,,,,0.0,9.21,0.13
도넛_데니쉬 꽈배기,도넛,해당없음,442,,8.0,,,12.0,,,,322.0,,,,,5.8,
도넛_돌돌말린소시지 도넛,도넛,해당없음,341,,7.06,15.29,45.88,7.06,,,,447.0,,,,0.0,3.18,0.0
도넛_딸기 와플넛,도넛,해당없음,433,,3.97,,,30.16,,,,127.0,,,,,12.7,
도넛_딸기 우유크림 듬뿍 도넛,도넛,해당없음,405,,5.95,,,22.62,,,,125.0,,,,,11.9,
도넛_딸기마카롱 도넛,도넛,해당없음,433,,7.69,,,5.77,,,,308.0,,,,,13.46,
도넛_딸기츄이스티 도넛,도넛,해당없음,450,,1.92,,,17.31,,,,346.0,,,,,9.04,
도넛_또르체티 이탈리아 꽈배기과자,도넛,해당없음,463,,7.5,,,12.5,,,,600.0,,,,,15.0,
도넛_러블리듀얼하트 도넛,도넛,해당없음,353,,4.05,,,13.51,,,,446.0,,,,,9.46,
도넛_레이디버그 도넛,도넛,해당없음,481,,6.49,,,22.08,,,,169.0,,,,,11.69,
도넛_로투스 비스코프 도넛,도넛,해당없음,456,,6.1,,,17.07,,,,207.0,,,,,10.98,
도넛_루비초코 블라썸 도넛,도넛,해당없음,400,,5.19,,,19.48,,,,143.0,,,,,10.39,
도넛_못난이찹쌀고구마크림치즈 도넛,도넛,해당없음,293,,6.81,,,11.74,,,,329.0,,,,,5.07,
도넛_못난이찹쌀깨찰 도넛,도넛,해당없음,560,,1.0,,,10.0,,,,320.0,,,,,2.5,
도넛_못난이찹쌀 꽈배기,도넛,해당없음,291,,7.27,,,11.09,,,,28.0,,,,,1.09,
도넛_못난이찹쌀모짜렐라치즈 도넛,도넛,해당없음,276,,10.71,,,8.14,,,,352.0,,,,,2.14,
도넛_못난이찹쌀유자 도넛,도넛,해당없음,271,,6.57,,,19.43,,,,149.0,,,,,0.71,
도넛_못난이찹쌀팥 도넛,도넛,해당없음,279,,7.0,,,20.86,,,,172.0,,,,,0.71,
도넛_미니 오리지널 글레이즈드 도넛,도넛,해당없음,435,,8.7,,,21.74,,,,174.0,,,,,7.83,
도넛_미니찹쌀도너츠,도넛,해당없음,466,,5.26,,,21.05,,,,303.0,,,,,4.74,
도넛_미니찹쌀 도넛 (3개입),도넛,해당없음,395,,4.76,9.52,72.38,17.14,,,,390.0,,,,0.0,1.71,0.0
도넛_미니찹쌀 도넛 (4개입),도넛,해당없음,393,,5.0,9.29,72.14,17.14,,,,393.0,,,,0.0,1.71,0.0
도넛_미니찹쌀 도넛 (5개입),도넛,해당없음,394,,5.14,9.14,72.0,17.14,,,,394.0,,,,0.0,1.71,0.0
도넛_미니찹쌀 도넛,도넛,해당없음,366,,4.0,,,15.0,,,,293.0,,,,,2.8,
도넛_미니찹쌀 도넛,도넛,해당없음,400,,5.71,9.14,71.43,17.14,,,,400.0,,,,0.0,1.71,0.0
도넛_밀크크림 플라워 도넛,도넛,해당없음,415,,5.63,,,22.54,,,,183.0,,,,,14.08,
도넛_베리베리크림 도넛,도넛,해당없음,365,,5.0,,,6.0,,,,230.0,,,,,5.0,
도넛_베이크드 헤이즐넛 쇼콜라넛,도넛,해당없음,435,,6.92,,,21.54,,,,356.0,,,,,6.15,
도넛_보스톤크림 도넛,도넛,해당없음,364,,4.48,17.91,46.27,17.91,,,,448.0,,,,0.0,8.96,0.0
도넛_생도넛,도넛,해당없음,496,,5.71,,,22.86,,,,163.0,,,,,4.71,
도넛_생도넛,도넛,해당없음,450,,7.5,,,17.5,,,,225.0,,,,,4.5,
도넛_소금우유 도넛,도넛,해당없음,460,,3.33,25.0,51.67,20.0,,,,300.0,,,,48.33,10.0,0.28
도넛_소보로만난 앙넛,도넛,해당없음,391,,7.27,,,30.91,,,,345.0,,,,,3.64,
도넛_솔티카라멜바이츠 도넛,도넛,해당없음,392,,5.41,,,14.86,,,,608.0,,,,,8.11,
도넛_송사부 꽈배기,도넛,해당없음,382,,7.89,,,10.53,,,,347.0,,,,,4.74,
도넛_슈거코티드 도넛,도넛,해당없음,444,,6.67,,,20.0,,,,178.0,,,,,8.0,
도넛_스노우링 도넛,도넛,해당없음,420,,6.0,,,4.0,,,,500.0,,,,,3.4,
도넛_시나몬슈가링 도넛,도넛,해당없음,420,,6.0,,,8.0,,,,500.0,,,,,2.8,
도넛_아몬드초코링 도넛,도넛,해당없음,468,,8.06,,,8.06,,,,403.0,,,,,4.84,
도넛_엄마랑장볼때먹던그때그도나쓰,도넛,해당없음,322,,3.7,,,15.56,,,,422.0,,,,,3.33,
도넛_오리지널 글레이즈드 도넛,도넛,해당없음,447,,6.38,,,25.53,,,,149.0,,,,,9.15,
도넛_오리지널 바이츠 도넛,도넛,해당없음,436,,7.14,,,22.32,,,,179.0,,,,,7.14,
도넛_오리지널 우유 크림 필드 도넛,도넛,해당없음,416,,4.84,,,25.81,,,,121.0,,,,,12.9,
도넛_오리지널 초콜릿 필드 도넛,도넛,해당없음,417,,6.45,,,32.26,,,,137.0,,,,,8.06,
도넛_옥수수꽈배기 도넛,도넛,해당없음,404,,7.89,,,14.47,,,,592.0,,,,,7.89,
도넛_옥수수찹쌀 도넛,도넛,해당없음,332,,4.0,,,20.0,,,,330.0,,,,,2.4,
도넛_올드훼션드먼치킨,도넛,해당없음,471,,3.57,25.71,57.14,35.71,,,,214.0,,,,7.14,10.71,0.07
도넛_올리브츄이스티 도넛,도넛,해당없음,404,,2.04,20.41,53.06,12.24,,,,306.0,,,,16.33,7.14,0.06
도넛_왕크림 도넛,도넛,해당없음,335,,6.15,20.0,33.85,10.77,,,,223.0,,,,19.23,8.46,0.27
도넛_요거트올드훼션드 도넛,도넛,해당없음,457,,4.62,,,29.23,,,,354.0,,,,,12.31,
도넛_우유크림 듬뿍 도넛,도넛,해당없음,399,,5.95,,,12.43,,,,125.0,,,,,11.9,
도넛_쫄깃한 왕꽈배기,도넛,해당없음,373,,5.45,,,12.73,,,,382.0,,,,,3.09,
도넛_쫄깃한찹쌀 도넛,도넛,해당없음,340,,6.17,,,23.46,,,,395.0,,,,,2.22,
도넛_쫄깃한찹쌀스틱 시나몬,도넛,해당없음,400,,1.8,,,10.0,,,,540.0,,,,,6.4,
도넛_찹쌀꽈배기도너츠,도넛,해당없음,462,,8.0,,,10.0,,,,260.0,,,,,9.2,
도넛_찹쌀 꽈배기,도넛,해당없음,366,,6.15,,,9.23,,,,180.0,,,,,3.23,
도넛_찹쌀도너츠,도넛,해당없음,380,,4.0,,,9.33,,,,293.0,,,,,3.33,
도넛_찹쌀 도넛,도넛,해당없음,336,,6.0,,,24.0,,,,274.0,,,,,2.0,
도넛_찹쌀 도넛,도넛,해당없음,333,,5.38,9.68,56.99,17.2,,,,247.0,,,,0.0,1.29,0.0
도넛_찹쌀페스츄리 도넛,도넛,해당없음,427,,7.27,,,12.73,,,,345.0,,,,,9.09,
도넛_초코 와플넛 도넛,도넛,해당없음,453,,4.76,,,29.37,,,,135.0,,,,,11.9,
도넛_초코마카롱 도넛,도넛,해당없음,413,,7.69,,,5.77,,,,327.0,,,,,11.54,
도넛_초코베리듀얼하트 도넛,도넛,해당없음,330,,2.63,,,11.84,,,,434.0,,,,,7.89,
도넛_초코홀릭 도넛,도넛,해당없음,489,,7.27,,,18.18,,,,145.0,,,,,16.36,
도넛_초콜릿 아이스드 글레이즈드 도넛,도넛,해당없음,457,,5.36,,,28.57,,,,125.0,,,,,12.5,
도넛_카라멜 아이스드 도넛,도넛,해당없음,372,,4.69,,,26.56,,,,188.0,,,,,5.78,
도넛_카스테라크림 꽈배기,도넛,해당없음,308,,6.67,,,10.83,,,,153.0,,,,,2.67,
도넛_카카오후로스티드 도넛,도넛,해당없음,413,,6.25,20.83,50.0,12.5,,,,563.0,,,,0.0,9.38,0.0
도넛_카푸치노츄이스티 도넛,도넛,해당없음,406,,1.92,21.15,51.92,17.31,,,,346.0,,,,21.15,6.15,0.17
도넛_케익꽈배기 도넛,도넛,해당없음,376,,7.06,20.0,41.18,10.59,,,,329.0,,,,41.18,5.88,0.0
도넛_켈로그우유 도넛,도넛,해당없음,458,,3.08,,,12.31,,,,262.0,,,,,15.38,
도넛_쿠키&다크초코링도넛,도넛,해당없음,473,,5.33,24.0,52.0,18.67,,,,400.0,,,,0.0,8.0,0.0
도넛_쿠키&화이트초코링도넛,도넛,해당없음,473,,5.33,26.67,52.0,20.0,,,,387.0,,,,0.0,9.33,0.47
도넛_크로넛 글레이즈드 도넛,도넛,해당없음,455,,5.38,,,21.51,,,,290.0,,,,,9.68,
도넛_크림치즈 찹쌀도넛 (2개입),도넛,해당없음,359,,6.36,,,14.55,,,,318.0,,,,,6.36,
도넛_크림치즈 찹쌀도넛,도넛,해당없음,364,,5.45,,,14.55,,,,309.0,,,,,6.55,
도넛_통밀꽈배기,도넛,해당없음,422,,11.39,,,7.59,,,,304.0,,,,,6.33,
도넛_트위스트 글레이즈드 도넛,도넛,해당없음,380,,6.1,,,23.17,,,,317.0,,,,,6.1,
도넛_팥도넛,도넛,해당없음,323,,8.0,,,24.0,,,,120.0,,,,,2.8,
도넛_팥이팅 소보루 도넛,도넛,해당없음,321,,6.32,,,16.84,,,,242.0,,,,,2.84,
도넛_페이머스 글레이즈드 도넛,도넛,해당없음,433,,4.35,23.91,50.0,17.39,,,,543.0,,,,0.0,9.35,0.04
도넛_프리미엄 스트로베리 필드 도넛,도넛,해당없음,360,,5.71,,,15.71,,,,150.0,,,,,6.29,
도넛_해피버스데이 도넛,도넛,해당없음,458,,6.59,,,19.78,,,,604.0,,,,,14.29,
도넛_허니후리터,도넛,해당없음,449,,5.41,24.32,48.65,14.86,,,,554.0,,,,0.0,10.81,0.0
도넛_화이트초코링 도넛,도넛,해당없음,462,,6.15,,,18.46,,,,385.0,,,,,9.23,
도넛_화이트초코츄잉스타 도넛,도넛,해당없음,444,,3.7,,,14.81,,,,213.0,,,,,11.11,
도넛_흑미찹쌀 도넛,도넛,해당없음,350,,4.0,,,16.0,,,,228.0,,,,,2.6,
도넛_BEURRE 헤이즐넛&바닐라 도넛,도넛,해당없음,451,,4.41,27.94,45.59,7.35,,,,397.0,,,,5.88,17.65,0.0
도넛_BEURRE 버터넛,도넛,해당없음,425,,4.11,19.18,58.9,28.77,,,,219.0,,,,8.22,9.59,0.0
도넛_남해마늘로만든버터갈릭 꽈배기,도넛,해당없음,420,,8.04,,,10.71,,,,366.0,,,,,19.64,
도넛_단팥 도넛,도넛,해당없음,310,,6.67,9.52,44.76,16.19,,,,238.0,,,,0.0,0.95,0.0
도넛_달콤한 우리찹쌀 왕꽈배기,도넛,해당없음,378,,6.09,18.26,48.7,13.04,,,,400.0,,,,0.0,2.7,0.0
도넛_더블카라멜 도넛,도넛,해당없음,362,,5.63,,,25.35,,,,670.0,,,,,8.45,
도넛_동글아기찹쌀 도넛,도넛,해당없음,357,,4.76,,,15.08,,,,605.0,,,,,3.41,
도넛_디어 마이 러브 도넛,도넛,해당없음,458,,3.9,27.27,49.35,25.97,,,,364.0,,,,2.6,18.18,0.08
도넛_딸기 도넛,도넛,해당없음,404,,7.8,,,8.2,,,,209.0,,,,,7.6,
도넛_라즈베리블라썸 도넛,도넛,해당없음,338,,4.41,,,23.53,,,,700.0,,,,,7.35,
도넛_레드벨벳 먼치킨 도넛,도넛,해당없음,486,,3.57,27.14,57.14,21.43,,,,193.0,,,,14.29,12.14,0.0
도넛_레몬 도넛,도넛,해당없음,404,,7.8,,,8.2,,,,209.0,,,,,7.6,
도넛_메이플링 도넛,도넛,해당없음,478,,10.2,,,14.29,,,,204.0,,,,,9.18,
도넛_바닐라 도넛,도넛,해당없음,404,,7.8,,,8.2,,,,209.0,,,,,7.6,
도넛_바닐라빈 바이츠 도넛,도넛,해당없음,404,,7.04,15.49,59.15,12.68,,,,563.0,,,,1.41,7.04,1.27
도넛_바닐라초코볼 도넛,도넛,해당없음,326,,5.88,,,14.71,,,,721.0,,,,,8.82,
도넛_바바리안 먼치킨 도넛,도넛,해당없음,400,,6.0,20.0,50.0,20.0,,,,520.0,,,,0.0,8.0,0.0
도넛_바바리안필드 도넛,도넛,해당없음,378,,5.0,18.33,48.33,13.33,,,,517.0,,,,0.0,7.33,0.58
도넛_바삭64겹 꽈배기,도넛,해당없음,443,,8.0,,,12.0,,,,321.0,,,,,5.87,
도넛_벨지안초코 도넛,도넛,해당없음,418,,7.35,,,20.59,,,,700.0,,,,,8.82,
도넛_생크림폭탄 도넛,도넛,해당없음,364,,5.45,21.82,34.55,10.91,,,,255.0,,,,18.18,8.73,0.0
도넛_생크림폭탄 도넛 (3개입),도넛,해당없음,364,,6.06,22.42,34.55,10.91,,,,248.0,,,,15.15,9.09,0.21
도넛_스트로베리 먼치킨 도넛,도넛,해당없음,380,,5.0,18.0,50.0,20.0,,,,550.0,,,,0.0,8.0,0.2
도넛_스트로베리 필드 도넛,도넛,해당없음,372,,5.0,18.33,46.67,16.67,,,,467.0,,,,0.0,7.33,0.12
도넛_아침햇살 쌀꽈배기 도넛,도넛,해당없음,375,,4.69,12.5,60.94,15.63,,,,406.0,,,,0.0,7.81,0.0
도넛_앙버터 도넛,도넛,해당없음,408,,8.0,,,9.0,,,,194.0,,,,,10.1,
도넛_용감한 쿠키 도넛,도넛,해당없음,446,,5.26,24.56,50.88,17.54,,,,386.0,,,,5.26,14.04,0.18
도넛_우리찹쌀 왕꽈배기,도넛,해당없음,383,,6.09,18.26,48.7,13.04,,,,400.0,,,,0.0,2.7,0.0
도넛_우유 도넛,도넛,해당없음,404,,7.8,,,8.2,,,,209.0,,,,,7.6,
도넛_제주말차 우유 도넛,도넛,해당없음,453,,4.69,28.13,45.31,10.94,,,,234.0,,,,53.13,17.19,0.16
도넛_쫀드칸꽈배기 시나몬슈가,도넛,해당없음,385,,2.25,,,15.15,,,,544.0,,,,,3.58,
도넛_초당옥수수크림찹쌀 도넛,도넛,해당없음,300,,2.86,,,11.43,,,,417.0,,,,,2.57,
도넛_초코 도넛,도넛,해당없음,404,,7.8,,,40.8,,,,209.0,,,,,7.6,
도넛_초코 마카롱 도넛,도넛,해당없음,418,,5.88,,,5.88,,,,314.0,,,,,11.76,
도넛_초코 우유크림 듬뿍 도넛,도넛,해당없음,415,,5.95,,,23.81,,,,131.0,,,,,10.71,
도넛_초코크런치 도넛,도넛,해당없음,400,,5.45,,,14.55,,,,,,,,,12.73,
도넛_추억의 옥수수 꽈배기 도넛,도넛,해당없음,407,,8.2,19.67,49.18,14.75,,,,590.0,,,,0.0,8.2,0.0
도넛_추억의생도나스,도넛,해당없음,429,,17.95,21.79,55.13,17.95,,,,231.0,,,,179.49,4.23,0.45
도넛_추억의생도나스 (2개입),도넛,해당없음,426,,17.31,22.44,54.49,17.31,,,,237.0,,,,176.28,4.49,0.38
도넛_추억의생도나스 (3개입),도넛,해당없음,427,,17.52,22.22,54.7,17.52,,,,235.0,,,,177.35,4.27,0.38
도넛_츄러스 꽈배기,도넛,해당없음,363,,5.98,,,13.68,,,,265.0,,,,,11.97,
도넛_카스텔라 꽈배기,도넛,해당없음,312,,6.23,,,14.38,,,,204.0,,,,,3.23,
도넛_카카오하니딥 도넛,도넛,해당없음,393,,3.51,21.05,47.37,21.05,,,,632.0,,,,0.0,7.72,0.05
도넛_카카오하니딥먼치킨 도넛,도넛,해당없음,369,,4.62,15.38,53.85,23.08,,,,654.0,,,,0.0,5.38,0.0
도넛_커스터드 도넛,도넛,해당없음,325,,5.0,13.33,45.0,6.67,,,,225.0,,,,0.0,6.67,
도넛_쿠키앤크림 도넛,도넛,해당없음,404,,7.8,,,8.2,,,,209.0,,,,,7.6,
도넛_크리스탈슈가 도넛,도넛,해당없음,367,,6.12,,,10.2,,,,,,,,,8.16,
도넛_트러플 크림 듬뿍 도넛,도넛,해당없음,410,,5.95,,,21.43,,,,131.0,,,,,11.9,
도넛_퐁신퐁신우유 도넛,도넛,해당없음,348,,4.9,,,11.76,,,,176.0,,,,,10.78,
도넛_플라밍고 도넛,도넛,해당없음,405,,5.45,,,18.18,,,,,,,,,12.73,
도넛_허니 올드훼션드 도넛,도넛,해당없음,457,,3.17,25.4,53.97,31.75,,,,206.0,,,,6.35,11.11,0.06
도넛_허니찹쌀스틱,도넛,해당없음,355,,4.26,10.21,61.7,6.38,,,,596.0,,,,1.28,5.74,0.02
도넛_화이트유니버스 도넛,도넛,해당없음,392,,5.77,,,13.46,,,,,,,,,11.54,
도넛_흑미고구마찹쌀 도넛,도넛,해당없음,350,,4.0,,,16.0,,,,228.0,,,,,2.6,
도넛_흑임자크림찹쌀 도넛,도넛,해당없음,314,,2.86,,,11.43,,,,417.0,,,,,3.14,
또띠아_뉴비프 브리또,또띠아,해당없음,253,,8.89,,,31.11,,,,342.0,,,,,2.22,
또띠아_또띠아 (L),또띠아,해당없음,234,,15.64,9.45,21.09,5.09,,,,404.0,,,,33.45,5.82,
또띠아_또띠아 (S),또띠아,해당없음,375,,20.5,16.77,35.4,5.59,,,,683.0,,,,36.02,5.59,
또띠아_머스타드치킨 브리또,또띠아,해당없음,244,,11.05,,,1.74,,,,448.0,,,,,3.49,
또띠아_미트살사소시지 브리또,또띠아,해당없음,220,,16.38,,,1.69,,,,576.0,,,,,3.95,
또띠아_바삭 불고기&트리플 치즈 치킨 퀘사디아,또띠아,해당없음,218,,13.89,,,3.89,,,,497.0,,,,,4.44,
또띠아_불고기 브리또,또띠아,해당없음,299,,9.29,,,0.0,,,,173.0,,,,,0.71,
또띠아_불고기 베이크,또띠아,해당없음,196,,10.33,4.42,28.67,5.67,,,,601.0,,,,6.0,1.92,0.08
또띠아_불닭 베이크,또띠아,해당없음,198,,10.75,2.92,32.0,7.08,,,,637.0,,,,5.83,1.25,0.08
또띠아_소고기 브리또,또띠아,해당없음,263,,8.13,10.0,35.0,5.63,,,,325.0,,,,11.63,2.25,0.0
또띠아_치킨 치즈 브리또,또띠아,해당없음,259,,11.49,11.49,27.59,2.3,,,,382.0,,,,28.16,4.02,0.0
또띠아_핫치킨 브리또,또띠아,해당없음,228,,11.0,8.0,28.0,2.0,,,,481.0,,,,14.0,4.0,0.0
또띠아_핫치킨 브리또,또띠아,해당없음,244,,11.25,7.5,33.75,3.75,,,,356.0,,,,16.69,2.0,0.0
또띠아_핫칠리치킨 브리또,또띠아,해당없음,214,,15.0,,,0.0,,,,218.0,,,,,0.71,
또띠아_라구듬뿍치즈 브리또,또띠아,해당없음,211,,7.23,,,11.91,,,,357.0,,,,,2.98,
또띠아_불고기 브리또,또띠아,해당없음,216,,7.59,,,0.69,,,,410.0,,,,,2.41,
또띠아_치킨 브리또,또띠아,해당없음,220,,9.66,,,2.07,,,,430.0,,,,,2.0,
또띠아_트위스터,또띠아,해당없음,202,,9.84,10.77,18.69,1.09,,,,703.0,,,,13.5,2.4,0.05
롤빵_달콤한크림치즈시나몬롤,롤빵,해당없음,374,,6.32,,,21.05,,,,337.0,,,,,8.42,
